HS,CN,__index_level_0__,label,score
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,árabes terroristas hecho ataques dañan árabes,2209,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,generalizar nunca conducido bueno recuerdo incluso italia terroristas decir árabes terroristas pocos individuos decir cristianos terroristas brigadas rojas casa ejemplo,2210,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,islam mismo terrorismo yihad debemos trabajar islam criminalizarlo,2211,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,generalizaciones estúpidas serias peligrosas,2212,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,confunda islam isis religión conduce terrorismo,2213,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,napalm armas hacen generar odio odio promueve terrorismo respuesta debería ser contrario intentar resolver conflictos,2214,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,frases clásicas manipuladas política lograr consensos hechos probados sino estereotipos infundados solo crean odio hacia categoría personas gustaría ser considerado criminal terrorista solo acuerdo pertenencia étnica geográfica decir campanianos camorra toda sicilia mafia,2215,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,seguimos realmente detrás estereotipos barras,2216,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,puede generalizar culpar crímenes pocos fanáticos miles personas inocentes,2217,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,incluso europa terrorismo hacemos deberíamos arrojarnos napalm,2218,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,responder violencia exactamente apunta terrorismo,2219,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,italia ningún ataque reciente árabes además incluso países europeos lugar despreciables hechos acción conquista sino solo acciones terroristas,2220,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,generalizar siempre mal tiempo reconoce delitos horrendos muchas personas intentan integrarse sociedad modos nunca intención lastimar nadie,2221,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,si estadounidense dijera italianos mafiosos debemos responder napalm,2222,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,violencia siempre mal repudiado constitución publicación contraria principios basa,2223,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,terrorismo depende religión,2224,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,terrorismo origen étnico terrorismo problema etnia religión color piel fronteras,2225,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,aunque italia decenas miles inmigrantes musulmanes recuerdo casos bombas territorio información diferente,2226,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,recientes ataques terroristas islamistas cometidos árabes ejemplo turcos iraníes paquistaníes bangladesíes etc árabes,2227,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,responder violencia violencia solución,2228,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,históricamente población violenta sanguinaria opresora sido europea diría podemos generalizar completo,2229,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,puede decirme fuente recurrió decir árabes terroristas quieren conquistarnos violencia bombas parece isis compuesto violentos minoría margen extremo comunidad toda comunidad,2230,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,árabes ningún interés conquistar europa mayoría quiere vivir paz mayoría italianos,2231,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,mejor forma difundir terrorismo respondiendo violencia,2232,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,creo responder violencia violencia resuelto nunca problema embargo deseo señalar generalizaciones usted hizo engañosas árabes terroristas italianos mafiosos árabes terroristas italianos mafiosos,2233,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,terrorismo fenómeno generalizado mundo pueblos árabes europeos estadounidenses asiáticos africanos posible considerar árabes terroristas terrorismo italia italianos terroristas,2234,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,italianos nunca querríamos ser generalizados crímenes cometidos compañeros mafiosos deberíamos hacer mismo ciudadanos extranjeros religiones,2235,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,islam religión amor fundamentalismo yihad islamismo,2236,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,osea brigadas rojas italianos terroristas ira irlandeses eta españoles resumiendo europa bastante peligrosos,2237,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,conocimiento declaración guerra país menos mayoría europa pequeño porcentaje inmigrantes musulmanes alrededor,2238,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,receta infierno voluntad asesino serie,2239,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,corán siquiera palabra pueda legitimar menos justificar terrorismo invito leerlo enriquecer cultura general,2240,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,dice conduce actos terrorismo país origen entonces si naciste egipto suavizado carrera,2241,LABEL_1,0.5795591473579407
árabes terroristas quieren conquistarnos violencia bombas debemos responder napalm,responder violencia violencia nunca mejor respuesta historia debería enseñarnos además bueno juzgar justos pecadores terrorismo solo pertenencia geográfica étnica determinada,2242,LABEL_1,0.5795591473579407
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,veo cómo pertenencia religión musulmana puede alguna manera dañar propagar enfermedades,2243,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,inmigrante país recibe respeto primero querer demostrar respetas reglas existen respeto función recíproca dos vías,2244,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,países actuales mayoría musulmana sido faros civilización solo piense contribución vital hecha cultura árabe desarrollo sectores incluidas matemáticas astronomía literatura etc,2245,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,quién avveroé manzoni dice romance prometidos avveroé sabio filósofo digno exponente mundo islámico occidente quemaron herejes,2246,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,edad media quizás época mental debemos emancipar apreciar humanidad prejuicios,2247,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,creo justo argumentar tal afirmación datos información confiable lejos entonces clichés completamente infundados,2248,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,base dices,2249,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,pasaremos hambre si economía colapsa ciertamente religión,2250,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,musulmanes fundamentalistas,2251,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,incluso vacunas,2252,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,pensando gracias medicina ciencia cultura traídas occidente islam salimos edad media,2253,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,depende hacerlos participar logros sociedad especialmente materia derechos humanos convivencia ineludible,2254,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,veo vínculo islamismo enfermedades,2255,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,sabía islamistas enfermos enfermedad,2256,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,italia fácil morir sarampión debido quieren vacunas lugar morir enfermedades tropicales,2257,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,cuanto enfermedades falsa noticia llegan italia traen nuevas enfermedades inmigrante tan pronto llega territorio italiano somete profilaxis médica,2258,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,musulmanes ninguna intención volver edad media integralistas minoría,2259,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,hambre padece parte considerable humanidad incluidas enfermedades preocuparnos existente independientemente etnias religiones,2260,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,invito informarse mejor notarán musulmanes seres humanos devolverán edad media hecho enriquecerán cultura,2261,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,buenas noches enfermedades hablando pueden enviar enlace estudios médicos análisis fenómeno apoyan teoría,2262,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,enfermedades particular cree transmitirán,2263,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,quizás acuerdo escribo musulmanes cristianos estratificados diferenciados pobres pobres ricos educados educación mezcla muchas personas diferentes toda comunidad después comunidades sociedades monolíticas vengo diríamos mundo pueblo,2264,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,edad media cómo retrotrae recepción cultura diferente estrechez miras racista medieval,2265,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,ningún musulmán intención imponer propia cultura italianos,2266,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,correlaciones migrantes enfermedades afirma director junta salud roma http espresso repubblica it inchieste news migranti salute basta bufale ecco tutto quello che bisogna sapere,2267,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,referirse musulmanes grupo único compacto existe entidad territorial islámica,2268,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,si morimos enfermedades erradicadas culpa quién haciendo campaña vacuna,2269,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,parece afirmación alarmista excesiva conexión realidad,2270,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,si quiero hacer viaje país árabe piden ponga ninguna vacuna enfermedades diferentes,2271,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,islam religión similar cristianismo abierta extremismos presentes todas religiones,2272,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,incluso musulmanes derecho practicar religión,2273,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,enfermedades hablas particular conocimiento exista estudio realmente demuestre vínculo ciudadanos extranjeros aumento supuestas enfermedades,2274,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,peligro pasar hambre desembarcos año preocupe,2275,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,mira noticia enfermedades traen migrantes noticia falsa ideas preconcebidas erróneas,2276,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,estadísticas pueden preocupar conocemos,2277,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,si refiere jóvenes niñas emigran países africanos gustaría recordarles cristianos inmigración tampoco conduce aumento enfermedades,2278,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,si logramos acoger integrar sociedad llegan países enriquecimiento,2279,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,conozco italianos siempre enfermos casa islamistas,2280,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,noticias enfermedades infecciosas particulares países islámicos,2281,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,enfermedades hablando,2282,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,realmente si volvemos edad media espero terminar mundo islámico sacaron edad oscura mundo islámico después imperio romano ilustración cuna humanidad casi mil años,2283,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,buenas noches entonces confirmas países mayoría islámica pobres sitios enfermedades desaparecido puedes darme enlace análisis respecto gracias,2284,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,disculpe deberíamos sufrir hambre causa musulmanes puedes decirme favor,2285,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,opinión usted atribuye islam poder mala distribución riquezas acceso alimentos agua debe atribuirse gobiernos locales poder excesivo multinacionales decir sufriremos hambre enfermedades causa cristianos budistas hindúes,2286,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,edad media islámicos ustedes llaman vivieron período increíble riqueza prosperidad así creo deberíamos dejarlos entrar,2287,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,islamistas padecen enfermedades medievales,2288,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,razón puedes explicar teoría,2289,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,si bien bien documentado colonización occidental trajo muchas enfermedades indígenas colonizados pruebas contrario reciente inmigración italia traído alguna enfermedad musulmanes dos mil millones diferentes estilos vida niveles atención médica,2290,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,musulmanes cristianos personas conservadoras abiertas comparten valores,2291,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,prejuicios edad media puede generalizar mayoría musulmanes integralistas,2292,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,momento todavía ganando aprovecho importamos kebab evitar hambre,2293,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,datos relacionados incidencia enfermedades migración parece,2294,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,parece existan correlaciones fe islámica hecho afectado enfermedad,2295,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,temo visto demasiadas películas fin mundo,2296,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,diversidad debería ser recurso temer comparación podemos aprender,2297,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,cómo limitarán alimentación aumentarán enfermedades,2298,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,organizaciones salud lanzado ninguna alarma reaparición enfermedades erradicadas,2299,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,peores enfermedades comen alma miras si naciste esparta roma,2300,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,vamos sufrir hambre migrantes agotan base social insertan,2301,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,principios religión islámica incompatibles cultura occidental,2302,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,alimento costumbre cojo gripe siempre,2303,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,edad media representada profesando religión lugar sino bien representada discriminando base fe alguien,2304,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,edad media período tan negativo islam sido cuna civilización,2305,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,número musulmanes entrantes demasiado pequeño realizar cambios significativos sociedad atención médica,2306,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,creo pueda confirmar tipo vínculo cambio parece afirmación infundada solo esparce miedo desprecio categorías personas,2307,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,verdad parece comentario excesivo,2308,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,podría indicar fuente acepte vínculo presencia ciudadanos musulmanes enfermedades mencionó,2309,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,tolerancia compartir típicos sociedad occidental debemos asegurarnos ciencia actúe favor mundo,2310,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,conozco ningún caso enfermedades infecciosas traídas migrantes fuente tomaste creencia,2311,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,disculpe si enfermedades desaparecieron cómo pueden volver,2312,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,disculpe quiere decir visto últimas cifras http,2313,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,mira única enfermedad realmente erradica nivel mundial viruela demás erradicado,2314,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,creo mejor verificar hacer ciertas declaraciones nunca escuché musulmanes reducido alguien hambre enviado enfermedades típicas afiliación religiosa aquí italia,2315,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,probable lleguen empiecen morir contaminación,2316,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,parece edad media embargo declaración musulmanes realmente remonta época cruzadas,2317,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,conexión islam hambre enfermedades,2318,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,buenas noches cuál conexión islam regreso hambre enfermedad,2319,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,buenos días población musulmana italia supera cómo podría representar amenaza italianos,2320,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,presencia musulmanes implica ninguna manera aumento enfermedades problemas alimentarios musulmanes países desarrollados francia alemania reino unido,2321,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,casi dos mil millones musulmanes mundo países diferentes países islámicos modernos evolucionados niveles culturales comparables países occidentales generalizar correcto,2322,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,creo personas afiliación religiosa particular puedan causar enfermedades reducirnos hambre,2323,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,si bien periódicos tienden buscar vínculo presencia ciudadanos extranjeros aumento enfermedades creo deberíamos ser cautelosos ninguna investigación muestra vínculo,2324,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,porcentaje musulmanes italia ronda bajo incluso si cierto culturalmente atrasados menudo cierto número tan reducido difícilmente puede cambiar base cultural población,2325,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,cómo religión pacífica podría traer vuelta país civilizado edad media,2326,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,si piensas tal vez edad media nunca pasado alguna vez leído libro vacca próxima edad oscura,2327,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,enfermedades hablando cómo pueden personas creen religión llevar inanición decir católicos reducirán sed frío,2328,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,nivel respuesta sanitaria pueblo islámico similar,2329,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,entiendo correlación sufrir hambre religión conozco personalmente profesionales brillantes muchas religiones diferentes incluido islam,2330,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,enfermedades origen religioso esperamos regreso según religión,2331,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,bastante seguro declaración informaste escribir comentario,2332,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,quizás poca confianza sociedad vive contacto cercano diferentes culturas necesariamente somete condicionamientos,2333,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,migraciones siempre supuesto evolución sociedad probable hagan salir edad media,2334,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,numerosos estudios demostrado existe relación aumento número ciudadanos extranjeros supuesto retorno enfermedades parecían obsoletas,2335,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,mirarse espejo útil si quita vendaje descubrir solo raza raza humana independientemente religiones etnias,2336,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,refieres vamos sufrir hambre,2337,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,parece hambre embargo mientras personas pasen hambre áfrica va bien,2338,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,hola crees comparación cultura religión diferente fuente enriquecimiento,2339,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,parece traigan enfermedades particulares,2340,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,existe correlación probada enfermedad inmigración,2341,LABEL_1,0.5708761215209961
islámicos devolverán edad media moriremos hambre moriremos enfermedades desaparecieron,podrías mostrarme precisión enfermedades refieres,2342,LABEL_1,0.5708761215209961
islam religión incompatible valores,islam cristianismo judaísmo origina valores igualdad libertad fraternidad,2343,LABEL_1,0.5636271834373474
islam religión incompatible valores,discurso insidioso repugnante,2344,LABEL_1,0.5636271834373474
islam religión incompatible valores,pregunta base ideas maliciosas pueden romper cohesión ciudadanos,2345,LABEL_1,0.5636271834373474
islam religión incompatible valores,gustaría enviarle historia philippe grenier miembro doubs siglo xix,2346,LABEL_1,0.5636271834373474
islam religión incompatible valores,república sólo reconoce ciudadanos garantiza libre ejercicio cultos,2347,LABEL_1,0.5636271834373474
islam religión incompatible valores,famoso punto godwin,2348,LABEL_1,0.5636271834373474
islam religión incompatible valores,cita tan tonta infundada persona cita,2349,LABEL_1,0.5636271834373474
islam religión incompatible valores,valores república avanzado punto puede abarcar todas religiones,2350,LABEL_1,0.5636271834373474
islam religión incompatible valores,convivencia depende buena voluntad política,2351,LABEL_1,0.5636271834373474
islam religión incompatible valores,islam significa paz igual república francesa defiende valores idénticos libertad fraternidad igualdad,2352,LABEL_1,0.5636271834373474
islam religión incompatible valores,compatible,2353,LABEL_1,0.5636271834373474
islam religión incompatible valores,embargo ido bien tiempo extraño tweet,2354,LABEL_1,0.5636271834373474
islam religión incompatible valores,cuáles incompatibilidades veo,2355,LABEL_1,0.5636271834373474
islam religión incompatible valores,mayoría musulmanes respeta leyes república,2356,LABEL_1,0.5636271834373474
islam religión incompatible valores,república ciega adecuado compatibilizar religión,2357,LABEL_1,0.5636271834373474
islam religión incompatible valores,república definición garantiza libertad culto,2358,LABEL_1,0.5636271834373474
islam religión incompatible valores,república enseña libertad igualdad fraternidad ninguna religión entra conflicto valores,2359,LABEL_1,0.5636271834373474
islam religión incompatible valores,demostrármelo,2360,LABEL_1,0.5636271834373474
islam religión incompatible valores,depende cómo practique incompatible si respeto mutuo,2361,LABEL_1,0.5636271834373474
islam religión incompatible valores,perfectamente compatible,2362,LABEL_1,0.5636271834373474
islam religión incompatible valores,debido leyes insensatas mujeres musulmanas podemos involucrarnos innovación país entristecido,2363,LABEL_1,0.5636271834373474
islam religión incompatible valores,políticas complicado leyes pies cabeza,2364,LABEL_1,0.5636271834373474
islam religión incompatible valores,si intenta comprender islam verá realidad compatible libre pensaba,2365,LABEL_1,0.5636271834373474
islam religión incompatible valores,si deja golpearnos tiempo podremos comunicarnos fácilmente,2366,LABEL_1,0.5636271834373474
islam religión incompatible valores,islam supuesto compatible república mayoría musulmanes completamente involucrados sociedad diversas variadas organizaciones asociaciones padres estudiantes vecindarios convivencia personas importante,2367,LABEL_1,0.5636271834373474
islam religión incompatible valores,islam respeta república impide libertad practicar religión,2368,LABEL_1,0.5636271834373474
islam religión incompatible valores,francia comentar cómo practican musulmanes siempre respeten país,2369,LABEL_1,0.5636271834373474
islam religión incompatible valores,islam promueve libertad igualdad fraternidad,2370,LABEL_1,0.5636271834373474
islam religión incompatible valores,clase política apoyada medios comunicación convierte problema,2371,LABEL_1,0.5636271834373474
islam religión incompatible valores,estudiaste islam,2372,LABEL_1,0.5636271834373474
islam religión incompatible valores,islam defiende valores,2373,LABEL_1,0.5636271834373474
islam religión incompatible valores,islam respeta república,2374,LABEL_1,0.5636271834373474
islam religión incompatible valores,deberías decidir entender islam,2375,LABEL_1,0.5636271834373474
islam religión incompatible valores,laicismo valor república debería ahí garantizar derechos musulmanes,2376,LABEL_1,0.5636271834373474
islam religión incompatible valores,libertad igualdad fraternidad únicos valores islam república,2377,LABEL_1,0.5636271834373474
islam religión incompatible valores,falso mayoría musulmanes respetan valores republicanos,2378,LABEL_1,0.5636271834373474
islam religión incompatible valores,completamente mal,2379,LABEL_1,0.5636271834373474
islam religión incompatible valores,mucha gente aplica supone ningún problema,2380,LABEL_1,0.5636271834373474
islam religión incompatible valores,cuáles valores,2381,LABEL_1,0.5636271834373474
islam religión incompatible valores,días islam demuestra equivocado,2382,LABEL_1,0.5636271834373474
islam religión incompatible valores,valores seculares contrario,2383,LABEL_1,0.5636271834373474
islam religión incompatible valores,deberías insultarme,2384,LABEL_1,0.5636271834373474
islam religión incompatible valores,valores república,2385,LABEL_1,0.5636271834373474
islam religión incompatible valores,razones laicismo garantiza libre elección religión,2386,LABEL_1,0.5636271834373474
islam religión incompatible valores,valores hablando valores islam totalmente compatibles valores república,2387,LABEL_1,0.5636271834373474
islam religión incompatible valores,libertad igualdad hermandad valores musulmanes,2388,LABEL_1,0.5636271834373474
islam religión incompatible valores,islam símbolo mismo sociedad fraterna unida libertaria,2389,LABEL_1,0.5636271834373474
islam religión incompatible valores,valores,2390,LABEL_1,0.5636271834373474
islam religión incompatible valores,parece normal todas repúblicas introduzcan ley islam,2391,LABEL_1,0.5636271834373474
islam religión incompatible valores,compatible,2392,LABEL_1,0.5636271834373474
